"Choice","Age","Female","Income","Education","Job"
"CCB",31,0,5,1,"Service"
"ICBC",27,0,4,2,"Student"
"ICBC",71,0,6,1,"Government"
"CCB",60,0,2,4,"Education"
"BOC",24,1,3,5,"Service"
"BOC",32,1,2,3,"Student"
"BOC",33,1,6,5,"Retired"
"CCB",66,0,1,5,"Service"
"ICBC",75,0,2,2,"Retired"
"ICBC",34,1,6,1,"Unemployed"
"BOC",72,1,1,3,"Government"
"ICBC",47,1,4,1,"Industry"
"CCB",45,0,6,4,"Industry"
"BOC",24,0,6,3,"Student"
"CCB",58,1,6,4,"Retired"
"BOC",18,0,1,4,"Service"
"CCB",42,0,2,4,"Government"
"CCB",51,1,5,2,"Education"
"CCB",56,0,7,4,"Retired"
"CCB",27,1,5,4,"Government"
"CCB",70,0,7,1,"Education"
"ICBC",34,0,4,4,"Retired"
"CCB",35,0,6,5,"Student"
"CCB",38,1,2,2,"Finance"
"CCB",62,0,7,1,"Industry"
"CCB",45,0,7,2,"Retired"
"BOC",65,0,1,3,"Education"
"CCB",44,1,4,4,"Government"
"BOC",43,0,4,3,"Student"
"BOC",63,1,3,3,"Government"
"CCB",72,1,2,3,"Student"
"CCB",41,0,2,3,"Government"
"ABC",75,1,3,1,"Retired"
"BOC",63,0,4,1,"Unemployed"
"BOC",39,1,5,1,"Industry"
"BOC",35,1,1,5,"Education"
"ICBC",46,1,7,1,"Retired"
"BOC",61,1,6,2,"Industry"
"CCB",69,1,7,1,"Education"
"CCB",21,0,2,4,"Government"
"ICBC",65,1,6,1,"Student"
"BOC",67,1,7,4,"Unemployed"
"ICBC",37,0,4,3,"Industry"
"BOC",26,1,6,4,"Retired"
"CCB",66,0,2,1,"Education"
"CCB",64,0,5,5,"Government"
"CCB",39,1,4,2,"Education"
"BOC",21,1,2,5,"Finance"
"BOC",50,1,1,5,"Industry"
"BOC",59,0,1,4,"Student"
"BOC",34,1,1,5,"Industry"
"ICBC",60,1,6,1,"Industry"
"BOC",74,1,5,2,"Service"
"BOC",25,1,2,5,"Unemployed"
"CCB",26,1,5,1,"Industry"
"CCB",36,1,1,2,"Retired"
"CCB",64,1,1,2,"Finance"
"BOC",32,0,1,5,"Education"
"CCB",72,0,5,4,"Government"
"ABC",62,1,2,2,"Government"
"ICBC",28,1,2,1,"Industry"
"BOC",59,1,4,4,"Industry"
"CCB",72,1,4,3,"Student"
"ICBC",75,0,3,1,"Industry"
"CCB",44,1,7,4,"Student"
"CCB",74,1,2,2,"Service"
"CCB",24,1,3,2,"Unemployed"
"BOC",45,1,5,4,"Student"
"CCB",54,1,4,2,"Unemployed"
"BOC",51,0,1,2,"Finance"
"CCB",66,0,6,3,"Finance"
"ICBC",32,0,3,1,"Industry"
"BOC",52,1,4,5,"Unemployed"
"CCB",35,1,7,4,"Unemployed"
"CCB",23,0,3,3,"Service"
"CCB",63,1,6,4,"Retired"
"BOC",18,0,1,3,"Service"
"CCB",18,0,1,1,"Government"
"CCB",21,0,6,2,"Unemployed"
"CCB",47,0,6,5,"Government"
"BOC",67,1,6,5,"Student"
"CCB",64,0,7,4,"Government"
"BOC",40,1,3,4,"Education"
"BOC",69,0,5,5,"Unemployed"
"CCB",19,1,3,2,"Industry"
"BOC",34,0,2,4,"Retired"
"CCB",21,0,2,1,"Education"
"ICBC",57,0,6,3,"Unemployed"
"CCB",20,0,5,2,"Finance"
"BOC",72,0,3,3,"Unemployed"
"BOC",62,1,5,5,"Finance"
"ICBC",25,0,6,3,"Industry"
"CCB",58,0,3,4,"Education"
"ICBC",52,0,3,5,"Industry"
"BOC",30,1,7,2,"Student"
"BOC",36,0,4,5,"Finance"
"BOC",31,1,6,4,"Service"
"CCB",24,0,6,2,"Student"
"ICBC",63,0,5,2,"Retired"
"CCB",52,1,7,3,"Service"
"CCB",75,1,3,4,"Unemployed"
"BOC",51,0,4,4,"Finance"
"BOC",64,1,7,1,"Finance"
"BOC",68,0,7,1,"Unemployed"
"BOC",63,0,2,4,"Retired"
"ABC",48,1,1,1,"Student"
"CCB",68,0,1,4,"Unemployed"
"CCB",51,0,7,2,"Industry"
"BOC",24,0,2,4,"Finance"
"BOC",29,1,2,1,"Unemployed"
"BOC",51,1,2,5,"Finance"
"BOC",22,0,1,5,"Education"
"ICBC",41,1,3,3,"Retired"
"CCB",55,1,2,2,"Education"
"ICBC",56,1,5,2,"Student"
"BOC",56,1,6,4,"Unemployed"
"CCB",58,0,5,5,"Finance"
"ICBC",63,1,5,2,"Student"
"ICBC",71,1,6,4,"Retired"
"ICBC",18,0,3,3,"Government"
"BOC",56,1,3,1,"Service"
"CCB",43,0,2,1,"Student"
"CCB",18,0,5,4,"Education"
"BOC",26,1,5,2,"Finance"
"CCB",54,0,1,2,"Unemployed"
"BOC",39,0,7,4,"Education"
"BOC",73,0,4,5,"Industry"
"CCB",46,0,2,2,"Government"
"BOC",31,0,4,3,"Education"
"CCB",19,0,7,5,"Service"
"CCB",64,1,7,1,"Service"
"CCB",23,1,7,1,"Education"
"CCB",18,1,7,1,"Government"
"BOC",73,1,4,1,"Service"
"ABC",37,0,1,3,"Retired"
"BOC",22,1,1,5,"Finance"
"CCB",58,0,5,2,"Unemployed"
"CCB",18,0,6,2,"Student"
"CCB",50,1,7,5,"Student"
"BOC",48,1,3,4,"Industry"
"CCB",42,1,3,4,"Government"
"CCB",33,1,5,1,"Government"
"CCB",59,1,3,3,"Industry"
"CCB",61,1,4,3,"Industry"
"CCB",51,0,1,1,"Student"
"CCB",60,0,5,3,"Unemployed"
"CCB",62,1,7,1,"Service"
"BOC",33,1,3,4,"Service"
"ICBC",42,1,2,2,"Retired"
"CCB",20,1,5,1,"Education"
"CCB",47,0,7,5,"Service"
"CCB",26,1,5,5,"Finance"
"CCB",48,0,1,4,"Retired"
"CCB",34,1,6,5,"Education"
"CCB",33,0,7,5,"Retired"
"BOC",40,1,2,4,"Student"
"CCB",39,0,6,1,"Unemployed"
"ICBC",33,0,2,2,"Student"
"CCB",40,0,3,2,"Student"
"CCB",32,0,2,2,"Finance"
"CCB",36,0,7,1,"Education"
"BOC",55,0,6,2,"Unemployed"
"BOC",43,0,3,2,"Government"
"BOC",73,0,2,5,"Finance"
"BOC",49,1,3,5,"Student"
"BOC",55,0,2,1,"Finance"
"CCB",38,0,7,3,"Finance"
"CCB",71,1,7,3,"Service"
"CCB",66,0,7,2,"Service"
"CCB",41,1,7,2,"Student"
"CCB",50,1,7,1,"Student"
"BOC",42,1,7,5,"Finance"
"CCB",41,1,7,3,"Service"
"BOC",38,1,1,4,"Student"
"CCB",18,1,6,3,"Education"
"CCB",36,1,5,2,"Retired"
"BOC",37,0,6,5,"Finance"
"CCB",72,1,7,3,"Student"
"BOC",46,1,2,2,"Government"
"CCB",21,0,7,2,"Finance"
"CCB",37,0,1,4,"Retired"
"CCB",65,0,6,1,"Industry"
"BOC",31,1,4,1,"Education"
"CCB",73,0,7,5,"Finance"
"ICBC",65,1,2,2,"Government"
"BOC",53,1,2,4,"Student"
"BOC",25,1,4,4,"Finance"
"BOC",47,1,7,3,"Government"
"BOC",28,0,6,4,"Unemployed"
"CCB",37,0,5,4,"Finance"
"ICBC",69,0,1,3,"Service"
"CCB",73,0,6,2,"Finance"
"BOC",46,1,3,2,"Finance"
"CCB",67,0,5,3,"Finance"
"CCB",63,0,7,3,"Education"
"CCB",62,1,4,4,"Government"
"CCB",63,0,7,4,"Service"
"CCB",35,0,3,3,"Service"
"CCB",54,1,5,3,"Government"
"BOC",62,1,2,3,"Government"
"BOC",60,0,3,5,"Industry"
"BOC",66,1,1,4,"Unemployed"
"ABC",28,1,2,3,"Retired"
"BOC",27,0,5,4,"Student"
"CCB",18,1,7,3,"Finance"
"BOC",20,0,2,5,"Unemployed"
"CCB",64,1,6,2,"Unemployed"
"BOC",43,0,4,2,"Service"
"CCB",61,1,4,1,"Student"
"ABC",61,0,1,1,"Student"
"CCB",67,0,5,2,"Unemployed"
"CCB",43,1,4,1,"Unemployed"
"CCB",19,1,7,4,"Unemployed"
"CCB",28,1,6,5,"Government"
"CCB",55,0,4,2,"Government"
"CCB",63,0,6,3,"Education"
"BOC",42,0,6,2,"Unemployed"
"CCB",29,1,4,3,"Service"
"ABC",73,0,3,2,"Retired"
"BOC",53,1,6,5,"Industry"
"ICBC",49,1,6,1,"Industry"
"BOC",41,1,4,4,"Education"
"BOC",46,0,5,1,"Service"
"BOC",40,1,4,4,"Finance"
"ICBC",34,0,4,2,"Student"
"CCB",48,1,4,3,"Government"
"CCB",44,0,1,4,"Government"
"CCB",19,1,2,3,"Student"
"ICBC",72,0,2,3,"Finance"
"CCB",57,0,1,2,"Education"
"CCB",74,1,3,2,"Retired"
"ABC",69,1,3,1,"Student"
"BOC",20,1,3,2,"Retired"
"BOC",39,0,4,4,"Student"
"CCB",61,1,2,1,"Student"
"CCB",31,1,6,1,"Student"
"CCB",47,0,4,2,"Industry"
"BOC",65,0,1,2,"Service"
"BOC",58,1,5,4,"Retired"
"CCB",41,1,4,1,"Government"
"CCB",44,0,7,1,"Finance"
"CCB",64,0,7,4,"Finance"
"ICBC",34,1,1,3,"Student"
"CCB",68,0,4,3,"Government"
"CCB",60,0,5,2,"Education"
"BOC",26,1,6,5,"Unemployed"
"CCB",47,0,7,3,"Industry"
"CCB",48,1,1,3,"Student"
"CCB",43,0,3,4,"Retired"
"BOC",27,1,2,5,"Retired"
"CCB",31,1,1,2,"Unemployed"
"BOC",22,1,7,3,"Industry"
"BOC",33,0,5,4,"Retired"
"CCB",69,0,4,2,"Unemployed"
"CCB",28,1,7,1,"Unemployed"
"BOC",42,0,1,5,"Unemployed"
"CCB",34,0,7,2,"Government"
"CCB",54,1,1,4,"Unemployed"
"CCB",48,0,7,4,"Government"
"CCB",22,0,7,3,"Industry"
"BOC",28,1,7,3,"Education"
"CCB",40,1,5,3,"Unemployed"
"BOC",51,0,5,5,"Industry"
"BOC",40,0,3,5,"Unemployed"
"CCB",38,1,6,5,"Finance"
"ICBC",28,0,2,1,"Student"
"BOC",21,1,3,4,"Service"
"BOC",49,1,5,4,"Service"
"BOC",67,1,2,4,"Finance"
"BOC",39,0,4,4,"Unemployed"
"CCB",20,0,7,4,"Government"
"BOC",18,0,5,4,"Unemployed"
"CCB",62,1,6,3,"Education"
"ICBC",47,0,2,3,"Service"
"CCB",22,0,3,5,"Finance"
"CCB",22,0,7,2,"Service"
"CCB",20,0,2,3,"Student"
"CCB",60,0,5,5,"Government"
"BOC",45,1,3,5,"Retired"
"BOC",68,1,7,4,"Student"
"BOC",35,0,1,5,"Industry"
"CCB",59,0,5,3,"Education"
"BOC",40,0,4,5,"Unemployed"
"CCB",66,1,7,5,"Education"
"BOC",62,0,2,3,"Retired"
"CCB",70,1,5,5,"Finance"
"BOC",37,1,5,3,"Finance"
"CCB",38,0,7,1,"Industry"
"BOC",44,1,7,5,"Education"
"BOC",30,0,6,5,"Student"
"CCB",66,1,2,4,"Unemployed"
"CCB",38,0,4,1,"Unemployed"
"CCB",44,0,6,2,"Student"
"BOC",64,1,1,1,"Industry"
"BOC",49,0,5,2,"Unemployed"
"BOC",26,1,1,2,"Service"
"BOC",67,1,3,1,"Education"
"BOC",33,1,5,3,"Industry"
"BOC",31,1,6,4,"Industry"
"ICBC",53,0,4,3,"Government"
"BOC",72,1,1,5,"Government"
"CCB",48,0,4,3,"Student"
"CCB",55,1,3,5,"Industry"
"BOC",38,0,2,3,"Finance"
"BOC",72,1,2,4,"Service"
"BOC",28,1,5,3,"Service"
"CCB",56,1,1,3,"Education"
"CCB",35,1,3,3,"Industry"
"BOC",24,1,2,3,"Industry"
"CCB",75,1,7,1,"Government"
"CCB",43,1,4,1,"Finance"
"BOC",75,0,7,3,"Student"
"CCB",46,0,6,1,"Government"
"CCB",63,1,6,4,"Service"
"CCB",70,0,5,2,"Service"
"CCB",36,1,7,2,"Student"
"ICBC",69,0,1,1,"Service"
"CCB",31,0,2,2,"Unemployed"
"BOC",41,1,1,4,"Student"
"BOC",55,0,7,5,"Unemployed"
"CCB",29,1,1,3,"Finance"
"CCB",19,0,4,4,"Retired"
"ICBC",44,0,2,2,"Government"
"BOC",31,0,4,5,"Unemployed"
"BOC",69,0,5,4,"Retired"
"ICBC",57,1,4,3,"Unemployed"
"BOC",61,0,7,2,"Service"
"BOC",41,1,2,5,"Government"
"BOC",66,1,4,2,"Finance"
"CCB",64,1,3,2,"Finance"
"BOC",65,1,4,3,"Retired"
"CCB",31,1,2,2,"Finance"
"CCB",64,0,5,2,"Government"
"ABC",35,1,3,1,"Retired"
"CCB",45,0,6,4,"Government"
"BOC",24,0,7,5,"Unemployed"
"BOC",51,0,5,5,"Industry"
"CCB",52,1,3,4,"Education"
"BOC",63,1,6,5,"Finance"
"BOC",72,0,2,4,"Service"
"ICBC",53,1,7,1,"Industry"
"BOC",19,0,1,5,"Student"
"BOC",44,0,5,4,"Industry"
"BOC",42,1,5,2,"Student"
"ICBC",41,1,1,4,"Industry"
"CCB",32,0,2,1,"Education"
"CCB",21,0,4,5,"Service"
"ICBC",24,1,4,3,"Finance"
"CCB",32,0,6,2,"Government"
"ICBC",73,1,6,5,"Industry"
"ICBC",45,0,4,1,"Retired"
"CCB",56,0,2,2,"Service"
"BOC",21,1,5,3,"Finance"
"CCB",47,0,2,2,"Student"
"CCB",24,1,4,3,"Finance"
"BOC",42,1,1,5,"Education"
"BOC",35,1,7,4,"Service"
"CCB",67,0,5,3,"Retired"
"CCB",55,0,5,3,"Finance"
"BOC",26,1,5,3,"Finance"
"ICBC",45,0,1,1,"Unemployed"
"CCB",60,1,1,3,"Student"
"CCB",49,0,5,1,"Finance"
"ABC",66,0,1,1,"Government"
"ICBC",56,0,4,1,"Government"
"CCB",50,0,5,3,"Unemployed"
"CCB",56,0,5,3,"Industry"
"CCB",51,1,5,2,"Education"
"CCB",26,0,6,4,"Retired"
"BOC",60,1,7,5,"Student"
"BOC",19,1,2,1,"Finance"
"BOC",51,1,6,1,"Education"
"CCB",46,1,6,1,"Government"
"ICBC",31,1,3,1,"Retired"
"BOC",27,1,6,5,"Industry"
"BOC",52,1,1,3,"Service"
"BOC",20,1,2,1,"Education"
"ICBC",34,1,5,1,"Industry"
"BOC",61,0,6,3,"Industry"
"CCB",60,1,7,2,"Service"
"BOC",49,0,1,3,"Unemployed"
"BOC",25,0,4,5,"Student"
"CCB",34,1,2,1,"Service"
"BOC",49,1,5,5,"Service"
"BOC",52,0,2,3,"Finance"
"CCB",55,1,3,3,"Education"
"CCB",65,0,1,1,"Industry"
"CCB",69,1,4,5,"Finance"
"CCB",49,0,5,2,"Government"
"CCB",47,0,7,3,"Finance"
"CCB",40,0,2,1,"Student"
"BOC",51,1,1,2,"Finance"
"CCB",51,1,3,4,"Student"
"CCB",49,0,3,3,"Finance"
"BOC",45,0,1,5,"Unemployed"
"BOC",75,1,3,4,"Industry"
"CCB",71,0,5,4,"Finance"
"BOC",19,1,7,5,"Unemployed"
"CCB",48,0,1,4,"Service"
"CCB",47,0,7,4,"Government"
"BOC",44,1,6,4,"Retired"
"BOC",71,1,3,4,"Unemployed"
"CCB",41,1,4,2,"Finance"
"ICBC",64,1,4,2,"Retired"
"CCB",52,0,2,5,"Finance"
"CCB",33,1,6,1,"Government"
"ICBC",22,0,4,1,"Industry"
"CCB",34,1,4,4,"Student"
"ABC",44,1,1,4,"Retired"
"CCB",53,1,7,3,"Student"
"BOC",18,1,4,3,"Service"
"BOC",23,1,2,5,"Unemployed"
"ICBC",28,1,4,2,"Service"
"ICBC",37,1,5,1,"Retired"
"ICBC",20,1,3,1,"Service"
"BOC",29,1,6,5,"Service"
"BOC",52,0,2,5,"Industry"
"BOC",20,1,4,5,"Unemployed"
"BOC",61,1,7,4,"Education"
"CCB",31,0,6,4,"Education"
"CCB",22,0,1,3,"Industry"
"CCB",28,1,4,5,"Education"
"BOC",44,0,3,4,"Unemployed"
"CCB",64,1,3,4,"Government"
"BOC",21,0,2,1,"Student"
"CCB",58,0,2,2,"Service"
"CCB",20,1,7,1,"Industry"
"BOC",49,1,6,5,"Finance"
"ICBC",37,1,2,1,"Industry"
"ICBC",56,1,4,1,"Industry"
"BOC",41,1,6,4,"Education"
"CCB",60,0,3,5,"Student"
"BOC",69,1,4,5,"Unemployed"
"BOC",18,0,1,3,"Student"
"BOC",69,1,7,3,"Finance"
"CCB",58,0,3,3,"Industry"
"CCB",49,0,2,2,"Retired"
"BOC",75,1,2,4,"Retired"
"CCB",40,1,5,1,"Service"
"CCB",45,0,6,5,"Service"
"CCB",68,0,7,4,"Unemployed"
"CCB",28,1,4,3,"Retired"
"CCB",68,0,6,1,"Student"
"BOC",58,0,2,4,"Retired"
"CCB",33,0,2,4,"Industry"
"CCB",46,1,4,3,"Education"
"CCB",50,1,5,2,"Education"
"CCB",26,1,4,4,"Student"
"ICBC",51,1,4,1,"Finance"
"BOC",61,0,1,5,"Education"
"CCB",20,1,5,5,"Government"
"CCB",28,1,7,3,"Education"
"CCB",42,0,3,1,"Service"
"ICBC",39,1,1,1,"Industry"
"BOC",28,1,4,1,"Retired"
"BOC",42,1,5,5,"Education"
"CCB",63,0,6,1,"Retired"
"CCB",35,1,1,2,"Finance"
"BOC",36,0,2,5,"Industry"
"CCB",33,1,7,3,"Student"
"BOC",55,1,3,2,"Finance"
"BOC",29,1,5,5,"Unemployed"
"BOC",37,1,5,1,"Retired"
"BOC",38,0,3,4,"Unemployed"
"BOC",24,0,2,5,"Finance"
"BOC",46,1,5,5,"Service"
"BOC",34,1,2,2,"Student"
"CCB",70,1,7,3,"Industry"
"CCB",33,0,5,5,"Retired"
"BOC",26,1,2,3,"Government"
"CCB",43,1,1,2,"Finance"
"CCB",24,0,6,1,"Government"
"BOC",33,1,1,5,"Education"
"ICBC",62,1,1,2,"Unemployed"
"CCB",40,1,6,4,"Government"
"CCB",50,1,2,2,"Education"
"CCB",68,1,6,5,"Industry"
"CCB",30,1,3,1,"Finance"
"CCB",53,1,3,2,"Student"
"BOC",36,1,6,4,"Government"
"BOC",35,0,3,4,"Education"
"BOC",42,1,7,2,"Service"
"CCB",48,0,6,5,"Government"
"CCB",56,1,5,4,"Retired"
"BOC",22,0,4,2,"Industry"
"BOC",34,1,4,2,"Service"
"CCB",30,0,7,5,"Finance"
"BOC",41,0,7,4,"Unemployed"
"BOC",43,1,3,5,"Finance"
"CCB",21,1,4,5,"Government"
"ICBC",69,1,1,4,"Industry"
"CCB",53,0,4,5,"Finance"
"CCB",31,0,1,5,"Industry"
"CCB",59,1,4,1,"Finance"
"BOC",72,1,4,4,"Student"
"BOC",44,1,2,5,"Government"
"CCB",35,1,5,1,"Finance"
"BOC",61,0,1,4,"Education"
"CCB",46,0,2,4,"Finance"
"CCB",62,0,5,3,"Finance"
"CCB",43,1,2,1,"Finance"
"CCB",68,1,6,4,"Industry"
"ICBC",41,0,3,3,"Industry"
"CCB",37,0,2,2,"Finance"
"CCB",63,0,3,3,"Education"
"CCB",57,1,3,4,"Education"
"CCB",54,0,3,3,"Service"
"CCB",37,1,5,2,"Finance"
"BOC",47,0,2,4,"Retired"
"CCB",70,1,1,1,"Government"
"BOC",42,1,2,4,"Retired"
"CCB",54,0,6,2,"Education"
"CCB",52,0,6,5,"Student"
"CCB",28,1,5,1,"Finance"
"BOC",25,0,1,2,"Service"
"BOC",49,0,7,5,"Retired"
"CCB",71,0,7,1,"Finance"
"CCB",28,0,5,4,"Industry"
"BOC",23,0,4,2,"Student"
"CCB",27,1,5,1,"Unemployed"
"BOC",44,0,5,2,"Unemployed"
"CCB",68,1,2,4,"Education"
"CCB",23,0,3,2,"Government"
"BOC",56,0,1,3,"Industry"
"CCB",66,1,5,2,"Education"
"CCB",60,0,7,1,"Finance"
"CCB",41,1,5,3,"Industry"
"ICBC",75,0,6,1,"Retired"
"CCB",25,0,2,1,"Student"
"CCB",65,0,7,4,"Finance"
"ICBC",67,1,1,1,"Finance"
"CCB",71,1,7,1,"Finance"
"CCB",43,0,3,2,"Finance"
"CCB",33,0,1,2,"Finance"
"CCB",58,0,4,2,"Finance"
"CCB",37,0,7,4,"Finance"
"CCB",50,0,6,2,"Service"
"CCB",19,1,6,5,"Industry"
"CCB",48,0,2,1,"Education"
"BOC",60,0,4,5,"Industry"
"BOC",30,1,5,5,"Retired"
"CCB",25,1,4,1,"Unemployed"
"CCB",75,1,7,4,"Government"
"CCB",52,0,6,5,"Service"
"CCB",41,1,6,4,"Education"
"CCB",47,0,3,3,"Retired"
"CCB",37,0,5,3,"Finance"
"BOC",18,1,7,4,"Unemployed"
"CCB",34,1,6,5,"Service"
"BOC",19,0,1,5,"Unemployed"
"CCB",74,1,1,4,"Finance"
"CCB",75,0,1,2,"Government"
"CCB",75,0,6,2,"Education"
"CCB",54,1,6,1,"Service"
"ICBC",50,1,5,4,"Retired"
"CCB",41,1,7,5,"Education"
"CCB",22,1,1,4,"Student"
"ICBC",50,0,2,1,"Student"
"CCB",63,1,3,3,"Finance"
"ICBC",70,1,2,1,"Retired"
"CCB",69,1,4,3,"Government"
"CCB",26,1,3,3,"Industry"
"CCB",36,1,2,1,"Retired"
"CCB",18,1,7,2,"Student"
"CCB",55,1,7,5,"Service"
"BOC",34,1,6,4,"Education"
"CCB",43,1,7,4,"Finance"
"BOC",30,0,5,2,"Industry"
"CCB",27,1,3,4,"Retired"
"BOC",32,0,5,5,"Retired"
"BOC",22,0,5,3,"Unemployed"
"BOC",37,0,4,3,"Unemployed"
"CCB",72,1,3,4,"Unemployed"
"CCB",30,0,1,5,"Government"
"CCB",44,0,7,4,"Service"
"BOC",48,1,4,5,"Government"
"CCB",29,1,7,3,"Government"
"CCB",55,0,1,4,"Unemployed"
"CCB",66,0,6,1,"Service"
"BOC",56,1,4,5,"Government"
"BOC",50,0,2,2,"Unemployed"
"BOC",24,0,5,5,"Unemployed"
"BOC",74,1,3,5,"Finance"
"CCB",35,0,6,2,"Unemployed"
"CCB",65,1,7,1,"Finance"
"ICBC",64,1,4,1,"Finance"
"CCB",55,1,2,1,"Education"
"CCB",72,0,2,1,"Industry"
"CCB",21,0,6,2,"Education"
"CCB",44,0,1,3,"Unemployed"
"CCB",49,0,6,3,"Government"
"CCB",60,0,2,1,"Finance"
"ICBC",55,1,6,1,"Finance"
"CCB",20,0,3,3,"Retired"
"BOC",45,0,3,2,"Student"
"CCB",23,0,7,1,"Finance"
"ICBC",65,0,5,1,"Service"
"BOC",27,0,2,5,"Government"
"CCB",21,1,7,4,"Government"
"CCB",70,0,7,2,"Student"
"BOC",59,1,2,4,"Unemployed"
"CCB",60,0,6,4,"Education"
"CCB",33,1,6,1,"Education"
"CCB",37,1,6,4,"Education"
"BOC",19,1,1,1,"Education"
"CCB",49,0,5,4,"Service"
"CCB",53,0,5,4,"Industry"
"BOC",21,1,1,2,"Retired"
"CCB",22,1,5,2,"Student"
"CCB",70,1,3,4,"Government"
"CCB",45,0,6,5,"Student"
"BOC",18,1,3,4,"Government"
"CCB",47,0,7,5,"Service"
"ICBC",28,1,1,1,"Retired"
"BOC",45,0,7,4,"Industry"
"BOC",72,1,3,2,"Finance"
"CCB",59,1,1,5,"Finance"
"BOC",64,1,6,1,"Unemployed"
"CCB",68,1,4,3,"Service"
"CCB",60,1,2,3,"Unemployed"
"CCB",32,1,3,2,"Finance"
"CCB",24,0,2,2,"Retired"
"BOC",32,0,1,2,"Unemployed"
"CCB",25,0,4,3,"Education"
"ABC",50,0,1,1,"Retired"
"CCB",55,0,5,5,"Unemployed"
"CCB",18,1,4,5,"Government"
"CCB",55,0,3,5,"Unemployed"
"BOC",31,1,3,1,"Service"
"CCB",61,0,4,2,"Education"
"CCB",60,1,5,5,"Education"
"CCB",63,1,6,1,"Government"
"CCB",43,1,2,2,"Education"
"CCB",75,0,5,1,"Service"
"BOC",23,1,1,5,"Unemployed"
"CCB",31,1,3,1,"Industry"
"BOC",73,1,1,5,"Service"
"BOC",22,0,7,4,"Service"
"BOC",39,1,1,2,"Student"
"CCB",22,1,6,2,"Student"
"CCB",71,0,7,5,"Industry"
"BOC",40,1,2,5,"Industry"
"ABC",65,0,2,1,"Retired"
"ICBC",75,1,3,3,"Government"
"BOC",46,0,2,4,"Retired"
"BOC",62,0,1,4,"Education"
"CCB",71,0,3,2,"Government"
"BOC",39,0,4,2,"Service"
"CCB",32,0,5,1,"Service"
"CCB",62,1,5,2,"Government"
"ICBC",35,0,1,2,"Service"
"CCB",32,0,7,1,"Education"
"ICBC",68,1,2,1,"Government"
"BOC",44,1,4,5,"Service"
"CCB",18,0,5,3,"Education"
"CCB",65,1,5,5,"Industry"
"CCB",51,1,2,2,"Industry"
"CCB",63,0,6,5,"Student"
"CCB",55,0,1,4,"Unemployed"
"CCB",33,0,7,3,"Education"
"CCB",67,0,5,2,"Industry"
"CCB",34,0,4,2,"Finance"
"BOC",37,1,5,2,"Industry"
"BOC",44,1,5,5,"Unemployed"
"CCB",52,0,5,1,"Education"
"BOC",69,1,1,5,"Service"
"CCB",34,0,6,2,"Government"
"BOC",21,1,5,4,"Retired"
"CCB",58,0,3,4,"Industry"
"CCB",24,0,6,3,"Service"
"BOC",51,1,1,5,"Retired"
"BOC",33,0,4,3,"Education"
"BOC",23,1,4,2,"Student"
"BOC",28,1,1,3,"Government"
"BOC",23,1,2,1,"Retired"
"CCB",66,1,6,1,"Unemployed"
"CCB",62,0,6,4,"Retired"
"CCB",57,0,5,3,"Student"
"BOC",55,0,5,3,"Retired"
"BOC",70,0,3,5,"Finance"
"CCB",44,0,6,3,"Finance"
"CCB",51,0,6,2,"Service"
"CCB",50,0,6,5,"Industry"
"ABC",36,0,1,2,"Unemployed"
"CCB",40,1,1,1,"Education"
"BOC",22,0,7,4,"Student"
"BOC",34,1,3,4,"Industry"
"BOC",27,1,5,2,"Service"
"BOC",61,0,2,5,"Unemployed"
"CCB",38,0,6,3,"Government"
"CCB",37,1,3,3,"Government"
"BOC",24,0,3,5,"Government"
"BOC",35,1,6,4,"Unemployed"
"BOC",32,1,3,4,"Industry"
"CCB",56,1,2,5,"Student"
"CCB",65,0,6,1,"Government"
"ICBC",73,1,3,4,"Service"
"CCB",60,0,7,2,"Student"
"BOC",65,1,5,4,"Student"
"BOC",62,1,2,5,"Education"
"BOC",29,1,7,5,"Unemployed"
"CCB",65,0,5,4,"Government"
"CCB",22,0,4,1,"Industry"
"BOC",22,1,4,3,"Finance"
"BOC",26,1,5,4,"Education"
"ICBC",40,1,4,1,"Service"
"BOC",64,1,6,4,"Student"
"BOC",68,1,6,4,"Government"
"ICBC",74,1,1,3,"Government"
"CCB",44,0,2,2,"Student"
"CCB",21,1,5,4,"Government"
"ICBC",39,0,2,1,"Retired"
"BOC",33,1,1,3,"Unemployed"
"BOC",52,1,2,3,"Service"
"ICBC",62,1,6,1,"Government"
"CCB",44,1,3,1,"Government"
"BOC",36,0,5,4,"Unemployed"
"BOC",29,1,2,5,"Retired"
"BOC",60,1,5,3,"Education"
"CCB",43,1,7,1,"Retired"
"BOC",28,0,7,5,"Service"
"ICBC",56,1,1,3,"Student"
"BOC",42,1,4,4,"Unemployed"
"CCB",73,1,1,4,"Service"
"BOC",56,0,3,3,"Student"
"ICBC",20,0,3,3,"Industry"
"CCB",62,0,2,5,"Service"
"BOC",22,1,3,4,"Industry"
"CCB",63,1,5,3,"Industry"
"BOC",64,0,7,2,"Industry"
"BOC",34,0,1,4,"Industry"
"BOC",45,1,1,4,"Industry"
"CCB",63,0,7,4,"Unemployed"
"CCB",54,1,6,4,"Retired"
"CCB",24,0,7,4,"Industry"
"CCB",21,0,3,1,"Student"
"CCB",54,0,3,2,"Retired"
"BOC",31,0,7,4,"Education"
"BOC",63,0,4,5,"Government"
"CCB",50,0,7,5,"Student"
